64268	39272	25215	1196589828
40682	30479	59940	1645578607
9094	58924	50641	38095419
8332	20029	28424	3393738461
11366	25981	18739	605867578
30449	15302	19818	2875216061
2950	32150	30249	587859877
52469	55210	7045	3634713490
42216	10278	36105	3099268049
14339	38396	44616	1984680734
53645	61593	8564	3191517048
62897	58045	5992	2799893657
27597	63054	40331	3919052210
23440	18123	7528	1810596944
14372	43374	37194	736383261
61744	11773	56610	2352226850
58299	42550	17852	2101452024
63991	62252	2837	1328125342
52148	14433	62448	1989149320
44769	12615	40969	834537536
5376	18593	23980	3402792034
15903	4433	12168	1584059047
13980	16220	2511	1510876272
34584	9229	41771	1082668215
50835	28305	43071	1072763704
59583	25461	35840	859362930
59456	53755	14871	960398710
1303	30744	32102	3480406221
54492	81	54487	2111632308
27816	63838	38390	945843503
9833	43405	36848	1431960285
17622	19408	3925	3566814694
62348	23780	44915	1915715811
30849	11804	22186	4040537614
3881	57166	53395	4170631800
17318	38762	54570	1471870902
23392	9466	32697	3052049268
57523	60967	3750	2112155999
54218	55	54369	22399918
47604	1513	48179	1707122630
21055	31733	10788	927960897
19730	63107	48075	3065825464
42481	17397	58964	3927246659
3762	31497	30139	1559980662
37141	65468	28385	2652771354
49506	48166	32100	3847145138
51502	47364	28748	280155609
53089	4046	49407	3761551741
59660	20727	47698	732776983
61680	25853	37935	2108997441
10032	5853	12823	727278892
13218	8074	11380	3016902713
23347	61720	43640	1107958344
17851	36492	52063	2972647657
40423	2650	38845	2762007589
40895	30716	59512	2224596722
54248	22163	34197	821808152
16912	15291	31192	2360900358
29910	25794	4170	964361543
40538	56437	16959	4254111187
2953	60404	57560	3597712392
37015	27410	64421	158485588
49503	60409	10945	1626403265
8638	13777	5325	687170867
9482	48698	39789	3015385440
52149	19478	34822	3919265218
58019	37162	29659	2214390594
25250	27	25306	1161166800
10824	63637	54074	3058945336
33000	57755	24984	958373979
20264	63947	46819	1213431411
33729	5093	36911	1206952023
62166	38274	26484	1887666743
1814	27277	28120	2135283593
34434	35756	3409	2615302056
7765	17472	23136	676243218
34207	62876	28679	54286358
55294	13627	58113	3998384837
15864	28675	19978	1609262411
9768	41762	34077	1516761004
39367	30470	61172	1642999079
31187	630	31727	3683014773
12399	29552	17268	987484522
36875	49859	21200	2531230409
63816	32737	34473	4009900833
64769	45631	20304	1534299828
49462	50163	729	1748532320
36514	21773	56268	3088035869
2402	24013	21743	2140237628
13087	12659	636	1301688705
5064	60083	63948	2050936654
34936	63949	29140	1729398186
45567	14469	35293	144948609
17657	54971	37473	4273502198
36855	26547	59467	716483373
28084	26379	2830	2787687193
63501	54066	11079	1251147334
20539	18234	5889	1828949311
